customerID,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
6633,1,0,1,1,2,1,0,2,0,2,0,0,0,1,1,0
745,0,0,1,1,2,1,0,0,2,0,2,2,1,1,1,0
2028,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
274,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1
4597,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0
5120,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
3213,1,0,0,0,0,1,2,0,0,2,2,0,2,1,2,0
3071,0,1,0,0,2,1,0,0,2,0,0,0,0,1,2,1
4784,1,0,1,0,2,2,1,1,1,1,1,1,2,1,0,0
2754,1,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
1806,1,1,0,0,1,0,2,2,0,0,2,2,1,1,2,0
1986,0,0,0,0,2,1,0,0,0,0,0,2,0,1,2,0
4393,0,0,1,1,1,0,2,2,2,0,2,2,0,1,1,1
6047,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
2154,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1
1631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
5528,0,0,0,0,2,2,1,1,1,1,1,1,2,1,1,0
5559,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
2650,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
4400,1,0,0,1,0,2,1,1,1,1,1,1,2,1,3,0
262,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,1
2192,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,0
2856,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,1
751,0,0,1,0,2,1,0,2,0,0,2,2,2,1,0,0
1804,1,0,0,0,2,1,2,2,0,0,0,0,1,1,1,0
775,1,1,1,0,2,2,1,1,1,1,1,1,2,0,0,0
4048,0,0,1,1,2,1,2,2,0,2,2,0,2,1,1,0
4838,1,0,0,0,0,2,1,1,1,1,1,1,1,0,3,0
1445,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
4561,1,0,0,1,0,0,0,2,2,0,2,0,1,0,1,0
2414,1,0,1,1,0,0,0,2,2,2,0,2,0,1,3,0
2656,0,0,1,1,0,0,0,0,0,2,2,2,0,1,2,0
2718,1,0,0,0,2,1,0,0,0,0,2,2,0,0,3,1
1139,0,0,1,1,2,1,2,2,2,0,2,2,1,1,1,0
6397,1,0,1,1,0,0,2,2,2,2,2,2,2,0,2,0
2140,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
4633,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0
6461,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0
1891,1,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0
4512,1,0,1,1,0,0,2,0,2,0,2,0,2,0,3,0
5339,1,0,0,0,2,2,1,1,1,1,1,1,2,0,0,0
6342,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,0
589,0,0,1,0,2,1,2,0,0,0,0,0,0,0,2,1
3115,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
3241,1,0,0,0,2,0,0,2,2,2,0,2,2,1,0,0
2012,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0
4488,1,0,1,0,0,2,1,1,1,1,1,1,2,0,3,0
2353,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4249,1,0,1,0,2,0,2,2,2,2,2,2,2,1,0,0
2400,1,1,1,0,1,0,0,2,2,0,0,2,0,1,2,1
794,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,0
5426,1,0,1,0,0,1,2,0,2,2,0,0,1,1,0,0
1268,0,0,1,0,2,1,0,0,2,2,2,2,0,1,2,1
4770,1,0,1,0,0,0,0,2,2,2,2,2,2,0,3,0
475,0,0,1,0,0,1,0,0,2,0,2,2,1,1,0,1
4180,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0
1184,0,0,1,0,2,2,1,1,1,1,1,1,0,0,2,0
1816,0,1,0,0,2,1,0,0,0,0,0,0,0,1,3,1
1397,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1
4201,0,0,1,1,2,1,0,2,2,0,2,2,0,1,0,0
2591,1,0,1,0,0,2,1,1,1,1,1,1,1,1,1,0
4466,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6581,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1
3917,1,0,1,1,0,0,2,0,2,0,2,2,1,0,1,0
1287,0,0,0,0,0,1,0,2,2,0,0,0,0,1,2,1
692,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1
3396,1,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0
5791,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0
653,0,0,0,0,0,2,1,1,1,1,1,1,1,0,2,0
5680,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0
5037,1,0,1,1,2,0,2,0,0,2,0,2,1,1,1,0
1694,1,0,1,0,0,1,0,2,2,0,0,2,0,1,2,1
2072,0,0,1,1,0,2,1,1,1,1,1,1,2,0,0,0
6805,0,0,1,1,2,1,2,2,2,0,2,2,2,0,1,0
1453,1,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
1778,0,0,1,0,0,1,2,2,0,2,2,0,0,1,2,0
6472,1,0,1,1,2,2,1,1,1,1,1,1,2,1,0,0
4363,1,0,0,0,2,1,0,2,2,2,2,2,0,1,2,0
5152,1,0,1,1,2,1,0,2,2,2,2,2,2,1,0,0
2543,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
6550,0,0,1,0,0,1,2,0,0,2,2,2,1,1,1,0
6021,0,0,0,0,0,1,0,2,0,2,0,0,0,1,1,0
2341,1,0,1,1,2,1,2,0,2,0,2,2,2,0,2,0
4984,1,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0
6450,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5445,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0
4492,1,0,1,1,1,0,2,2,2,2,0,2,2,1,1,0
884,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1
5547,0,0,0,0,0,1,2,0,2,2,2,2,0,1,2,1
929,1,0,1,0,0,1,0,2,2,2,2,2,1,1,1,0
5556,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
5084,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
3294,0,0,1,1,0,2,1,1,1,1,1,1,1,0,2,0
1716,1,1,1,0,2,1,0,0,0,0,0,2,0,0,2,0
479,0,0,1,0,1,0,2,2,2,0,2,2,0,1,0,0
6530,1,0,1,1,1,0,2,2,2,2,0,0,2,0,1,0
138,1,0,1,0,1,0,2,2,2,2,2,0,2,1,0,0
1376,1,0,1,1,2,0,0,2,2,2,2,2,2,1,0,0
4595,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
6610,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
3090,0,0,1,0,2,2,1,1,1,1,1,1,2,0,0,0
4575,1,0,1,1,0,2,1,1,1,1,1,1,1,1,2,0
507,1,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1
4216,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0
4811,1,0,0,0,1,0,2,0,0,0,2,2,1,1,3,0
4486,0,0,1,1,0,0,2,0,2,2,2,2,1,1,3,0
1520,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,1
3368,1,0,0,0,2,1,0,0,0,2,0,2,0,1,1,0
645,0,0,1,1,2,0,2,2,0,2,2,2,2,1,1,0
1814,1,0,0,0,2,1,2,2,0,2,2,2,2,1,1,0
2310,1,0,0,0,0,1,2,2,0,2,0,2,0,1,1,0
6302,1,0,0,0,0,1,2,0,0,0,0,2,0,1,3,1
5028,0,0,0,0,0,2,1,1,1,1,1,1,2,0,1,0
1333,0,0,0,0,2,2,1,1,1,1,1,1,0,0,2,0
861,1,0,0,0,2,0,0,2,0,0,0,0,0,1,3,1
423,0,0,0,0,1,0,0,0,0,2,0,0,2,1,3,0
6966,1,0,1,0,2,1,0,0,0,0,0,0,0,1,2,0
54,0,1,0,0,0,1,0,2,0,0,2,2,0,1,2,1
6494,1,0,0,0,0,2,1,1,1,1,1,1,2,0,3,0
5180,0,0,0,0,2,0,0,2,2,2,2,2,2,0,0,0
4675,1,0,0,0,2,1,0,2,2,2,2,2,2,0,0,0
5354,0,0,1,1,0,0,2,0,0,2,2,2,1,1,1,0
6384,0,1,1,0,0,1,2,2,2,0,0,2,0,0,2,0
3141,0,1,0,0,0,0,0,2,2,0,0,0,0,1,2,0
129,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0
187,1,0,0,0,2,0,0,0,2,0,0,2,1,0,3,0
7001,1,1,0,0,0,1,0,2,0,0,0,0,0,1,2,1
207,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1
655,1,0,0,0,2,1,2,2,2,0,0,2,1,1,2,0
2848,0,0,1,0,0,1,2,2,2,0,2,0,1,1,2,0
3223,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1
6689,1,1,1,0,1,0,0,2,0,0,2,0,0,0,2,1
2291,1,0,0,1,2,0,0,2,2,2,2,2,1,0,1,0
2565,1,0,0,0,0,2,1,1,1,1,1,1,0,1,3,0
2876,0,0,1,1,1,0,0,2,2,2,2,2,2,1,2,0
4981,0,0,1,1,2,1,2,2,2,2,2,2,2,0,1,0
4717,1,0,0,0,2,1,2,2,2,2,2,2,1,0,1,0
3495,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
3551,0,1,1,0,1,0,2,0,2,0,0,2,0,1,2,0
5161,1,1,0,0,1,0,0,0,2,0,0,2,0,1,2,1
2517,1,1,0,0,2,1,0,2,2,0,2,2,0,1,2,1
5321,1,1,1,0,2,1,0,2,0,0,0,2,0,1,2,0
5384,0,0,0,0,1,0,2,2,0,2,0,2,2,1,0,0
1310,0,0,1,0,2,1,2,2,2,2,2,2,1,0,3,0
76,0,0,1,1,2,0,2,2,2,2,2,2,2,0,3,0
4453,1,0,0,0,2,2,1,1,1,1,1,1,2,0,0,0
2232,0,1,0,0,0,1,2,2,0,2,2,2,0,1,3,0
4471,1,0,0,0,0,2,1,1,1,1,1,1,2,0,3,1
4978,0,0,1,0,2,2,1,1,1,1,1,1,2,1,1,0
3055,0,1,0,0,0,1,0,0,0,2,2,2,0,1,2,1
5410,1,0,1,0,0,0,2,2,0,2,0,0,2,1,2,0
4507,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3301,1,1,1,0,2,1,0,2,0,2,2,2,0,0,2,0
4197,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1
4552,1,0,1,0,2,1,0,2,0,2,0,0,0,1,2,1
3118,0,0,1,0,2,1,0,2,2,0,2,2,0,1,2,1
2218,1,1,1,0,0,0,2,2,0,0,0,2,0,1,0,0
6095,1,0,0,0,1,0,0,0,2,2,2,2,0,1,2,0
2892,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0
5844,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
1410,0,0,0,1,2,2,1,1,1,1,1,1,0,0,3,0
6736,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0
6687,1,0,1,1,0,1,0,0,2,0,2,2,0,0,3,1
4389,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0
2679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
3958,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
2430,1,1,0,0,0,1,0,2,0,0,0,0,0,1,2,1
2498,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5324,1,1,0,0,2,1,0,0,0,0,0,0,0,1,2,1
2614,1,0,0,0,0,0,2,2,2,0,0,0,1,0,3,0
1575,1,0,1,1,0,1,0,2,2,2,0,0,1,0,3,0
3412,0,1,0,0,0,1,0,0,0,0,2,2,0,1,2,0
1070,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
5817,1,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
4636,0,0,1,1,0,1,0,0,2,0,0,0,2,0,2,0
4851,1,1,1,0,2,1,0,0,2,0,2,2,0,1,2,0
2075,1,0,1,1,2,0,0,0,2,0,2,2,0,1,2,0
4525,0,0,0,1,0,1,2,0,0,0,0,0,0,1,3,1
609,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
5746,0,1,0,0,2,1,0,0,0,0,2,2,0,1,2,1
5870,1,0,0,0,0,1,0,0,2,2,0,2,0,1,2,0
5799,0,0,1,1,1,0,0,2,2,2,2,2,2,0,1,0
1533,1,0,0,1,2,1,0,2,0,0,0,0,0,1,3,0
860,1,0,1,1,2,2,1,1,1,1,1,1,2,0,3,0
163,1,1,1,0,2,1,0,0,0,0,0,0,0,1,2,1
2879,1,0,1,1,0,0,0,0,2,2,2,2,2,0,3,0
2208,1,1,1,1,2,1,0,2,0,0,2,2,0,0,2,0
2865,1,0,0,1,2,0,2,0,2,0,2,2,1,1,1,0
755,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0
5165,0,0,0,0,0,1,2,0,0,2,0,2,0,1,2,0
1067,0,0,0,0,2,1,2,2,2,2,2,2,2,0,1,0
1920,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0
5345,1,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1
3539,1,0,1,1,2,1,2,2,0,2,2,2,1,0,1,0
2786,1,0,0,0,0,2,1,1,1,1,1,1,2,1,1,0
1592,0,0,1,1,0,0,2,2,0,2,2,2,1,0,1,1
1958,1,1,1,0,0,1,0,0,2,0,2,2,0,1,2,1
4790,1,0,1,0,2,1,0,0,0,2,2,0,0,1,1,0
3533,0,1,0,0,2,0,2,2,0,2,2,2,1,0,0,1
6952,0,0,1,1,1,0,0,2,2,2,2,2,2,1,2,0
6131,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
5039,0,0,1,1,0,0,2,0,0,0,0,0,1,0,3,0
6076,1,0,0,0,1,0,2,2,0,2,2,2,2,1,0,0
3506,0,0,1,0,2,1,0,2,0,2,2,2,0,1,1,0
4038,0,1,1,0,0,1,0,0,0,2,2,0,0,1,2,0
4097,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1
4033,0,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0
1885,0,1,0,0,2,1,0,0,2,0,0,0,0,1,1,0
6590,0,0,1,1,0,2,1,1,1,1,1,1,2,1,3,0
6671,0,0,0,0,0,2,1,1,1,1,1,1,1,1,3,0
1637,1,0,0,0,2,1,0,2,2,0,2,0,1,1,1,0
75,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1
1982,0,0,0,0,2,1,0,0,2,0,0,0,0,0,3,1
3013,1,0,1,1,2,0,0,2,2,2,0,2,1,1,0,1
4728,0,0,0,0,2,1,0,2,2,0,2,2,2,1,2,1
1418,0,0,0,0,2,0,2,2,2,2,2,2,2,1,2,0
5653,0,0,0,0,0,1,0,2,0,0,2,2,0,1,1,0
924,1,0,1,0,2,1,0,2,2,0,2,2,0,1,2,1
4276,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0
4875,0,0,1,0,2,0,2,2,2,2,2,2,2,0,1,0
5314,0,0,1,1,2,0,2,2,2,0,0,0,0,1,0,0
6781,1,0,0,0,0,2,1,1,1,1,1,1,1,0,3,0
4187,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,0
17,0,1,0,0,2,1,0,0,0,0,0,0,0,1,2,0
1369,0,0,0,0,0,1,0,0,0,0,2,2,0,1,2,1
6321,0,0,1,0,0,2,1,1,1,1,1,1,2,0,0,0
4419,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0
3244,0,1,1,0,0,1,2,2,2,0,0,2,1,0,0,0
346,1,0,1,1,2,0,2,0,2,2,0,0,2,1,1,0
3642,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0
2880,0,1,0,0,0,1,0,0,0,0,2,2,0,1,2,0
126,1,0,1,1,2,1,0,2,2,0,0,0,0,1,0,1
428,0,1,0,0,1,0,2,0,0,0,2,0,0,1,2,1
3182,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1
2335,0,1,0,0,2,0,2,0,0,0,0,0,0,1,2,0
6333,1,0,1,0,2,1,0,2,0,2,2,2,2,1,2,0
6381,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,1
6920,1,0,1,1,2,1,2,0,0,0,2,2,1,0,2,0
6534,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
3708,0,0,0,0,0,1,0,2,0,2,2,2,2,1,0,0
60,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0
3660,0,0,0,0,0,2,1,1,1,1,1,1,2,1,3,0
2500,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0
683,1,0,0,0,0,1,0,0,2,0,2,2,0,0,0,1
6395,1,0,1,0,0,0,2,0,0,0,0,2,0,1,0,0
5181,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
6728,1,0,1,0,2,1,0,0,2,0,2,2,1,1,1,0
2451,1,0,1,1,2,1,2,2,2,2,2,2,2,1,1,0
4642,1,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0
159,1,0,0,0,2,1,0,0,0,0,2,0,0,1,2,1
4329,1,0,0,1,1,0,2,0,0,2,0,0,2,0,3,0
1927,0,0,1,1,2,1,0,2,2,2,0,2,1,1,1,0
4862,1,0,0,0,0,1,0,2,0,0,2,2,0,1,1,0
5083,0,0,0,0,2,0,0,2,2,2,2,2,1,0,1,0
4355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
6751,0,0,1,0,2,1,0,0,2,2,2,2,0,1,0,1
1976,0,0,0,0,2,0,2,2,2,2,2,2,2,0,2,0
4023,1,0,0,0,2,1,0,0,2,2,0,0,1,0,2,0
4001,0,0,1,0,0,1,0,2,2,2,0,0,1,1,0,0
4894,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1
5819,1,1,1,1,1,0,2,2,2,2,2,2,2,1,0,0
3646,1,0,0,0,2,1,0,2,0,0,0,2,0,1,1,1
4657,1,0,0,0,2,1,0,2,2,0,2,2,2,1,0,0
3444,1,1,1,0,0,2,1,1,1,1,1,1,0,0,3,1
363,0,1,1,0,2,1,0,2,2,0,0,0,0,1,2,1
1162,0,0,0,0,1,0,2,2,2,2,0,2,1,1,2,0
6202,1,0,0,0,2,1,0,0,2,0,0,2,0,1,3,0
3915,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
2512,0,0,0,0,2,1,0,0,0,0,2,2,0,1,0,0
6869,1,1,1,0,2,0,0,2,2,2,2,2,0,1,0,0
133,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
7013,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
2771,0,1,1,0,2,1,0,0,0,0,2,2,0,1,2,0
